Gene stable ID,Human gene stable ID,Human gene name,"Human orthology confidence [0 low, 1 high]",Gene name
ENSMUSG00000027995,ENSG00000137462,TLR2,1,Tlr2
ENSMUSG00000102207,,,,Gm10344
ENSMUSG00000115357,,,,Gm49214
ENSMUSG00000115383,,,,Gm49216
ENSMUSG00000097835,,,,Gm26910
ENSMUSG00000050394,ENSG00000198960,ARMCX6,1,Armcx6
ENSMUSG00000115224,,,,Gm49215
ENSMUSG00000029661,ENSG00000164692,COL1A2,1,Col1a2
ENSMUSG00000117681,,,,Gm50198
ENSMUSG00000079614,ENSG00000085415,SEH1L,1,Seh1l
ENSMUSG00000022621,ENSG00000079974,RABL2B,1,Rabl2
ENSMUSG00000022621,ENSG00000144134,RABL2A,1,Rabl2
ENSMUSG00000094940,ENSG00000281990,IGHV1-69-2,0,Ighv1-84
ENSMUSG00000094940,ENSG00000211973,IGHV1-69,0,Ighv1-84
ENSMUSG00000094940,ENSG00000211950,IGHV1-24,0,Ighv1-84
ENSMUSG00000094940,ENSG00000211945,IGHV1-18,0,Ighv1-84
ENSMUSG00000094940,ENSG00000188403,IGHV1OR15-9,0,Ighv1-84
ENSMUSG00000094940,ENSG00000211962,IGHV1-46,0,Ighv1-84
ENSMUSG00000094940,ENSG00000280411,IGHV1-69D,0,Ighv1-84
ENSMUSG00000094940,ENSG00000211935,IGHV1-3,0,Ighv1-84
ENSMUSG00000094940,ENSG00000211968,IGHV1-58,0,Ighv1-84
ENSMUSG00000094940,ENSG00000277282,IGHV1OR21-1,0,Ighv1-84
ENSMUSG00000094940,ENSG00000211961,IGHV1-45,0,Ighv1-84
ENSMUSG00000053965,ENSG00000138735,PDE5A,1,Pde5a
ENSMUSG00000024795,ENSG00000138182,KIF20B,1,Kif20b
ENSMUSG00000106239,,,,Gm9260
ENSMUSG00000113923,,,,Gm10126
ENSMUSG00000096150,ENSG00000281990,IGHV1-69-2,0,Ighv1-85
ENSMUSG00000096150,ENSG00000211973,IGHV1-69,1,Ighv1-85
ENSMUSG00000096150,ENSG00000211950,IGHV1-24,0,Ighv1-85
ENSMUSG00000096150,ENSG00000211945,IGHV1-18,0,Ighv1-85
ENSMUSG00000096150,ENSG00000188403,IGHV1OR15-9,1,Ighv1-85
ENSMUSG00000096150,ENSG00000211962,IGHV1-46,0,Ighv1-85
ENSMUSG00000096150,ENSG00000280411,IGHV1-69D,0,Ighv1-85
ENSMUSG00000096150,ENSG00000211935,IGHV1-3,0,Ighv1-85
ENSMUSG00000096150,ENSG00000211968,IGHV1-58,0,Ighv1-85
ENSMUSG00000096150,ENSG00000277282,IGHV1OR21-1,1,Ighv1-85
ENSMUSG00000096150,ENSG00000211961,IGHV1-45,0,Ighv1-85
ENSMUSG00000085881,,,,Gm15912
ENSMUSG00000105605,,,,Ighv1-86
ENSMUSG00000039556,ENSG00000049769,PPP1R3F,1,Ppp1r3f
ENSMUSG00000021573,ENSG00000171368,TPPP,1,Tppp
ENSMUSG00000031645,ENSG00000088926,F11,1,F11
ENSMUSG00000042063,,,,Zfp386
ENSMUSG00000080966,,,,Gm6263
ENSMUSG00000022094,ENSG00000104635,SLC39A14,1,Slc39a14
ENSMUSG00000057170,ENSG00000172179,PRL,0,Prl3d1
ENSMUSG00000035933,ENSG00000164597,COG5,1,Cog5
ENSMUSG00000116149,,,,Gm18476
ENSMUSG00000063260,ENSG00000110975,SYT10,1,Syt10
ENSMUSG00000103436,,,,Gm36995
ENSMUSG00000044024,ENSG00000164620,RELL2,1,Rell2
ENSMUSG00000062737,ENSG00000172179,PRL,0,Prl3d2
ENSMUSG00000097129,,,,4930507D05Rik
ENSMUSG00000039545,,,,Flicr
ENSMUSG00002076482,,,,
ENSMUSG00000119473,,,,Gm24415
ENSMUSG00000116231,,,,Gm36330
ENSMUSG00000075470,ENSG00000175548,ALG10B,1,Alg10b
ENSMUSG00000075470,ENSG00000139133,ALG10,1,Alg10b
ENSMUSG00000049109,ENSG00000172673,THEMIS,1,Themis
ENSMUSG00000109764,ENSG00000164344,KLKB1,1,Klkb1
ENSMUSG00000049047,ENSG00000102401,ARMCX3,1,Armcx3
ENSMUSG00000044067,ENSG00000172209,GPR22,1,Gpr22
ENSMUSG00000099319,,,,Mir7648
ENSMUSG00000037989,ENSG00000165238,WNK2,1,Wnk2
ENSMUSG00000116204,,,,Gm36480
ENSMUSG00000022235,ENSG00000164237,CMBL,1,Cmbl
ENSMUSG00000106583,,,,4930447N08Rik
ENSMUSG00000106376,,,,Gm34139
ENSMUSG00000112033,,,,Gm48808
ENSMUSG00000106059,,,,Gm9364
ENSMUSG00000112779,,,,Gm18029
ENSMUSG00000031640,ENSG00000145476,CYP4V2,0,Gm45753
ENSMUSG00000111987,,,,Gm48809
ENSMUSG00000097852,,,,4933405D12Rik
ENSMUSG00000088242,ENSG00000251992,SCARNA17,0,Gm25913
ENSMUSG00000011171,ENSG00000106018,VIPR2,1,Vipr2
ENSMUSG00000079057,ENSG00000145476,CYP4V2,1,Cyp4v3
ENSMUSG00000099272,,,,Mir7093
ENSMUSG00000023057,ENSG00000145384,FABP2,1,Fabp2
ENSMUSG00000031392,ENSG00000184216,IRAK1,1,Irak1
ENSMUSG00000059895,ENSG00000184489,PTP4A3,1,Ptp4a3
ENSMUSG00000078590,,,,Gm10959
ENSMUSG00000054091,ENSG00000164096,C4orf3,1,1810037I17Rik
ENSMUSG00000058745,,,,Gm9174
ENSMUSG00000005493,ENSG00000057468,MSH4,1,Msh4
ENSMUSG00000006522,ENSG00000162267,ITIH3,1,Itih3
ENSMUSG00000093765,,,,Gm20658
ENSMUSG00000024542,ENSG00000101639,CEP192,1,Cep192
ENSMUSG00000031684,ENSG00000120519,SLC10A7,1,Slc10a7
ENSMUSG00000020042,ENSG00000151136,BTBD11,1,Btbd11
ENSMUSG00000113304,,,,Gm48618
ENSMUSG00002076861,,,,
ENSMUSG00000113002,,,,Gm48620
ENSMUSG00000118807,ENSG00000201085,RNU6-173P,0,Gm23732
ENSMUSG00000042050,ENSG00000126870,DYNC2I1,1,Dync2i1
ENSMUSG00000084493,,,,Gm22106
ENSMUSG00000022234,ENSG00000150753,CCT5,1,Cct5
ENSMUSG00000051166,ENSG00000165521,EML5,1,Eml5
ENSMUSG00000118804,,,,Gm25618
ENSMUSG00000033644,ENSG00000197181,PIWIL2,1,Piwil2
ENSMUSG00000073437,,,,D330041H03Rik
ENSMUSG00000118326,,,,Gm8887
ENSMUSG00000024544,ENSG00000168675,LDLRAD4,1,Ldlrad4
ENSMUSG00000002831,ENSG00000167676,PLIN4,0,Plin4
ENSMUSG00000117891,,,,Gm41764
ENSMUSG00000118306,,,,Gm18149
ENSMUSG00000089151,,,,Mir1950
ENSMUSG00000101966,,,,Gm5248
ENSMUSG00000052560,ENSG00000139117,CPNE8,1,Cpne8
ENSMUSG00000117865,,,,Gm50137
ENSMUSG00000038121,ENSG00000177150,FAM210A,1,Fam210a
ENSMUSG00000117973,,,,Gm50140
ENSMUSG00000089087,,,,Gm24006
ENSMUSG00002075816,,,,
ENSMUSG00002076303,,,,5S_rRNA
ENSMUSG00000118212,,,,Gm41836
ENSMUSG00000037548,ENSG00000242574,HLA-DMB,1,H2-DMb2
ENSMUSG00000037548,ENSG00000248993,,0,H2-DMb2
ENSMUSG00000077205,,,,Gm25611
ENSMUSG00000098253,,,,Mir7219
ENSMUSG00000094707,,,,A830019P07Rik
ENSMUSG00000038524,ENSG00000197948,FCHSD1,1,Fchsd1
ENSMUSG00000024798,ENSG00000148680,HTR7,1,Htr7
ENSMUSG00000088717,,,,Gm22725
ENSMUSG00000077577,,,,Gm24890
ENSMUSG00000006529,ENSG00000055957,ITIH1,1,Itih1
ENSMUSG00000110244,,,,Gm2253
ENSMUSG00000112190,,,,Gm47209
ENSMUSG00000024800,ENSG00000148688,RPP30,1,Rpp30
ENSMUSG00000011305,ENSG00000214456,PLIN5,1,Plin5
ENSMUSG00000109768,,,,Gm45446
ENSMUSG00000088764,,,,Gm24395
ENSMUSG00000036270,ENSG00000038358,EDC4,1,Edc4
ENSMUSG00000111435,,,,Gm47358
ENSMUSG00000038777,ENSG00000143434,SEMA6C,1,Sema6c
ENSMUSG00000020078,ENSG00000122958,VPS26A,1,Vps26a
ENSMUSG00000072487,,,,Mroh5
ENSMUSG00000024803,ENSG00000148677,ANKRD1,1,Ankrd1
ENSMUSG00002075267,,,,
ENSMUSG00000078984,,,,Gm11027
ENSMUSG00000113527,,,,Gm48079
ENSMUSG00000113852,,,,Gm48062
ENSMUSG00000113020,,,,Gm48063
ENSMUSG00000113102,,,,A930040O22Rik
ENSMUSG00000000776,ENSG00000168495,POLR3D,1,Polr3d
ENSMUSG00000037095,ENSG00000171236,LRG1,1,Lrg1
ENSMUSG00000021013,ENSG00000165533,TTC8,1,Ttc8
ENSMUSG00000079547,ENSG00000242574,HLA-DMB,1,H2-DMb1
ENSMUSG00000079547,ENSG00000248993,,0,H2-DMb1
ENSMUSG00000111609,,,,Gm6713
ENSMUSG00000112451,,,,Gm6714
ENSMUSG00000112479,,,,Gm21026
ENSMUSG00000117998,,,,Gm32081
ENSMUSG00000112119,,,,Gm47362
ENSMUSG00000009535,ENSG00000101654,RNMT,1,Rnmt
ENSMUSG00000117990,,,,Gm32027
ENSMUSG00000112568,,,,Gm47363
ENSMUSG00000065528,,,,Mir320
ENSMUSG00000003469,ENSG00000168490,PHYHIP,1,Phyhip
ENSMUSG00000111891,,,,Gm47366
ENSMUSG00000118032,,,,Gm50147
ENSMUSG00000083380,,,,Ndufb4c
ENSMUSG00000111996,,,,Gm47365
ENSMUSG00000114859,,,,Gm47735
ENSMUSG00000078847,,,,Gm6746
ENSMUSG00000112504,,,,Gm47367
ENSMUSG00000100969,,,,1700030N03Rik
ENSMUSG00000112418,,,,Gm9466
ENSMUSG00000039065,ENSG00000150756,ATPSCKMT,1,Atpsckmt
ENSMUSG00000111884,,,,Gm19612
ENSMUSG00000112826,,,,Gm1559
ENSMUSG00000112318,,,,Gm6721
ENSMUSG00000114615,,,,Gm48370
ENSMUSG00000034681,ENSG00000205937,RNPS1,1,Rnps1
ENSMUSG00000114298,,,,Gm48371
ENSMUSG00000020077,ENSG00000122862,SRGN,1,Srgn
ENSMUSG00000022098,ENSG00000168487,BMP1,1,Bmp1
ENSMUSG00000116404,,,,Gm49541
ENSMUSG00000114995,,,,Gm49284
ENSMUSG00000086361,ENSG00000226490,,1,Gm6569
ENSMUSG00000115188,,,,Gm46522
ENSMUSG00000038521,ENSG00000182326,C1S,1,C1s1
ENSMUSG00000116136,,,,Gm3861
ENSMUSG00000115589,,,,Gm18003
ENSMUSG00000117761,,,,Gm50428
ENSMUSG00000116256,,,,Gm32405
ENSMUSG00000118966,,,,Gm25431
ENSMUSG00000118182,,,,Gm50427
ENSMUSG00000067870,,,,Rpl31-ps8
ENSMUSG00000117928,,,,Gm42068
ENSMUSG00000115561,,,,Gm49285
ENSMUSG00000118393,,,,Gm50426
ENSMUSG00000075609,,,,Gm7935
ENSMUSG00000118052,,,,Gm50432
ENSMUSG00000067869,,,,Tcea1-ps1
ENSMUSG00000118203,,,,Gm7798
ENSMUSG00000082585,,,,Gm15387
ENSMUSG00000117886,,,,Gm2106
ENSMUSG00000045267,ENSG00000169777,TAS2R1,0,Tas2r119
ENSMUSG00000116210,,,,Spn-ps
ENSMUSG00000107924,,,,4930518I17Rik
ENSMUSG00000118581,,,,Gm53029
ENSMUSG00000024947,ENSG00000133895,MEN1,1,Men1
ENSMUSG00000096956,,,,Snhg18
ENSMUSG00000052798,ENSG00000111581,NUP107,1,Nup107
ENSMUSG00000116428,,,,Gm36618
ENSMUSG00000089317,ENSG00000239112,SNORD123,1,Snord123
ENSMUSG00000022231,ENSG00000112902,SEMA5A,1,Sema5a
ENSMUSG00000114021,,,,Gm47109
ENSMUSG00000114089,,,,Gm47116
ENSMUSG00000062582,,,,Rpl30-ps8
ENSMUSG00000062201,ENSG00000172179,PRL,0,Prl3d3
ENSMUSG00000001227,ENSG00000167680,SEMA6B,1,Sema6b
ENSMUSG00000113210,,,,4930474N09Rik
ENSMUSG00000007480,ENSG00000176136,MC5R,1,Mc5r
ENSMUSG00000021171,ENSG00000117868,ESYT2,1,Esyt2
ENSMUSG00000060579,ENSG00000189283,FHIT,1,Fhit
ENSMUSG00000102628,,,,Gm37671
ENSMUSG00000045569,ENSG00000185231,MC2R,1,Mc2r
ENSMUSG00000100595,,,,Gm19087
ENSMUSG00000097426,,,,Gm8941
ENSMUSG00000017922,ENSG00000172179,PRL,0,Prl3c1
ENSMUSG00000118288,,,,Gm50258
ENSMUSG00000104478,,,,Gm38212
ENSMUSG00000117811,,,,Gm29677
ENSMUSG00000104385,,,,Gm7449
ENSMUSG00000118041,,,,Gm50259
ENSMUSG00000086053,,,,Gm15178
ENSMUSG00000118317,,,,Gm30641
ENSMUSG00000099300,,,,Mir6356
ENSMUSG00000118102,,,,Gm50260
ENSMUSG00000101231,,,,Gm28283
ENSMUSG00000102135,,,,Gm37108
ENSMUSG00000024546,,,,4930546C10Rik
ENSMUSG00000089961,,,,Gm16567
ENSMUSG00000103282,,,,Gm37275
ENSMUSG00000107568,,,,Gm18840
ENSMUSG00000098366,,,,Mir145b
ENSMUSG00000101097,,,,Gm6679
ENSMUSG00002075616,,,,5S_rRNA
ENSMUSG00000098470,ENSG00000159403,C1R,0,C1rb
ENSMUSG00000110211,,,,Gm31294
ENSMUSG00000044469,ENSG00000185361,TNFAIP8L1,1,Tnfaip8l1
ENSMUSG00000100764,,,,Gm29155
ENSMUSG00000117889,,,,A730085E03Rik
ENSMUSG00000037966,ENSG00000131669,NINJ1,1,Ninj1
ENSMUSG00000117970,,,,Gm4402
ENSMUSG00000102095,,,,C730036E19Rik
ENSMUSG00000098060,,,,Gm4842
ENSMUSG00002075797,,,,
ENSMUSG00000102534,,,,Gm37225
ENSMUSG00000019579,ENSG00000074842,MYDGF,1,Mydgf
ENSMUSG00000030084,ENSG00000114554,PLXNA1,1,Plxna1
ENSMUSG00000100831,,,,Gm17847
ENSMUSG00000024451,ENSG00000120318,ARAP3,1,Arap3
ENSMUSG00000100884,,,,Gm28281
ENSMUSG00000100635,,,,Gm29157
ENSMUSG00000102213,,,,Gm37489
ENSMUSG00000031683,ENSG00000164167,LSM6,1,Lsm6
ENSMUSG00000100480,,,,Gm29156
ENSMUSG00000089795,,,,Hmgb3-ps
ENSMUSG00000089037,,,,Gm22159
ENSMUSG00000089686,,,,Mnd1-ps
ENSMUSG00000103629,,,,Gm5694
ENSMUSG00000022097,ENSG00000168484,SFTPC,1,Sftpc
ENSMUSG00002076531,,,,7SK
ENSMUSG00000096727,ENSG00000240065,PSMB9,1,Psmb9
ENSMUSG00000100025,,,,Gm8141
ENSMUSG00000051285,ENSG00000168300,PCMTD1,1,Pcmtd1
ENSMUSG00000038891,ENSG00000172179,PRL,0,Prl3b1
ENSMUSG00000114691,,,,Gm48438
ENSMUSG00000114467,,,,Gm48430
ENSMUSG00000114391,,,,Gm48439
ENSMUSG00000114749,,,,Gm48442
ENSMUSG00000065328,,,,Gm22053
ENSMUSG00000089833,,,,Fhitos
ENSMUSG00000044287,ENSG00000188038,NRN1L,1,Nrn1l
ENSMUSG00000114305,,,,Gm48437
ENSMUSG00000089785,,,,Slc25a5-ps
ENSMUSG00000021572,ENSG00000112877,CEP72,1,Cep72
ENSMUSG00000072714,,,,Rpl21-ps4
ENSMUSG00000097148,ENSG00000111640,GAPDH,0,Gm3839
ENSMUSG00000099218,,,,Mir5124b
ENSMUSG00000119857,,,,Gm25466
ENSMUSG00000069986,,,,Gm8054
ENSMUSG00000114216,,,,Gm48592
ENSMUSG00000114786,,,,Gm48594
ENSMUSG00000110094,,,,Gm45326
ENSMUSG00000115063,,,,4930465K09Rik
ENSMUSG00000033595,ENSG00000168481,LGI3,1,Lgi3
ENSMUSG00000109583,,,,Gm39204
ENSMUSG00000115749,,,,Gm41289
ENSMUSG00000115317,,,,Gm32618
ENSMUSG00000048310,ENSG00000159792,PSKH1,1,Pskh1
ENSMUSG00000098201,,,,Gm26983
ENSMUSG00000022261,ENSG00000169439,SDC2,1,Sdc2
ENSMUSG00000103509,,,,Gm38372
ENSMUSG00000048538,,,,Gm9826
ENSMUSG00000024132,ENSG00000167969,ECI1,1,Eci1
ENSMUSG00000103709,,,,Nras-ps2
ENSMUSG00000119040,ENSG00000200728,RNU6-271P,0,Gm22044
ENSMUSG00000119040,ENSG00000206678,RNU6-144P,0,Gm22044
ENSMUSG00000031896,ENSG00000141086,CTRL,1,Ctrl
ENSMUSG00000077244,,,,Gm23274
ENSMUSG00000102768,,,,Gm19002
ENSMUSG00000115140,,,,Gm32764
ENSMUSG00000097797,,,,Gm26901
ENSMUSG00000039007,ENSG00000104324,CPQ,1,Cpq
ENSMUSG00000114850,,,,Gm8438
ENSMUSG00000114849,,,,Gm48595
ENSMUSG00000103498,,,,Gm18984
ENSMUSG00000114310,,,,Gm48602
ENSMUSG00000114431,,,,Gm48601
ENSMUSG00000103067,,,,Gm30414
ENSMUSG00000112980,,,,D430020J02Rik
ENSMUSG00000114267,,,,Gm48600
ENSMUSG00000102320,,,,Gm37791
ENSMUSG00000033589,ENSG00000168476,REEP4,1,Reep4
ENSMUSG00000104226,,,,Gm7470
ENSMUSG00000103903,,,,Rps2-ps2
ENSMUSG00000002996,ENSG00000105856,HBP1,1,Hbp1
ENSMUSG00000103557,,,,Gm38216
ENSMUSG00000087436,,,,Gm16156
ENSMUSG00000001229,ENSG00000142002,DPP9,1,Dpp9
ENSMUSG00000000759,ENSG00000126216,TUBGCP3,1,Tubgcp3
ENSMUSG00000026312,ENSG00000081138,CDH7,1,Cdh7
ENSMUSG00000107570,,,,Gm44207
ENSMUSG00000114246,,,,Gm48603
ENSMUSG00000114378,ENSG00000114405,C3orf14,0,Gm49355
ENSMUSG00000038883,ENSG00000172179,PRL,0,Prl3a1
ENSMUSG00000029687,ENSG00000106462,EZH2,1,Ezh2
ENSMUSG00000033111,ENSG00000114405,C3orf14,1,3830406C13Rik
ENSMUSG00000112525,,,,Gm47899
ENSMUSG00000058101,,,,1700084J12Rik
ENSMUSG00000086698,,,,4930511O05Rik
ENSMUSG00000056316,,,,Gm9996
ENSMUSG00000118612,,,,Gm53000
ENSMUSG00002076175,,,,5S_rRNA
ENSMUSG00000115779,,,,4930592A05Rik
ENSMUSG00000083096,,,,Gm11356
ENSMUSG00000001785,ENSG00000136045,PWP1,1,Pwp1
ENSMUSG00000037960,ENSG00000165233,CARD19,1,Card19
ENSMUSG00000038984,ENSG00000180543,TSPYL5,1,Tspyl5
ENSMUSG00000115362,,,,Gm49088
ENSMUSG00000039701,ENSG00000145390,USP53,1,Usp53
ENSMUSG00000115318,,,,Gm49089
ENSMUSG00000115605,,,,Gm9643
ENSMUSG00000115428,,,,Gm41290
ENSMUSG00000115440,,,,Gm49091
ENSMUSG00000034730,ENSG00000181790,ADGRB1,1,Adgrb1
ENSMUSG00000117176,,,,Gm49879
ENSMUSG00000117172,,,,A230051N06Rik
ENSMUSG00000065491,,,,Mir7b
ENSMUSG00000024136,ENSG00000167968,DNASE1L2,1,Dnase1l2
ENSMUSG00000069259,ENSG00000172179,PRL,0,Prl6a1
ENSMUSG00000024805,ENSG00000180628,PCGF5,1,Pcgf5
ENSMUSG00000100290,,,,Gm18552
ENSMUSG00000100758,,,,Gm3332
ENSMUSG00000089749,,,,Gm11357
ENSMUSG00000082306,,,,Gm11358
ENSMUSG00000099926,,,,Gm6693
ENSMUSG00000021384,ENSG00000157303,SUSD3,1,Susd3
ENSMUSG00000039748,ENSG00000174371,EXO1,1,Exo1
ENSMUSG00000043683,ENSG00000141965,FEM1A,1,Fem1a
ENSMUSG00000047123,ENSG00000127666,TICAM1,1,Ticam1
ENSMUSG00000112326,,,,Gm19624
ENSMUSG00000112836,,,,Gm47006
ENSMUSG00000052681,ENSG00000127314,RAP1B,1,Rap1b
ENSMUSG00000024197,ENSG00000105355,PLIN3,1,Plin3
ENSMUSG00000036123,ENSG00000066230,SLC9A3,1,Slc9a3
ENSMUSG00000098608,,,,Mir6981
ENSMUSG00000098297,,,,Mir6980
ENSMUSG00000118056,,,,Gm30093
ENSMUSG00000051375,ENSG00000156453,PCDH1,1,Pcdh1
ENSMUSG00000105478,,,,Gm43285
ENSMUSG00000073380,ENSG00000205784,ARRDC5,1,Arrdc5
ENSMUSG00000028116,ENSG00000172399,MYOZ2,1,Myoz2
ENSMUSG00000037321,ENSG00000168394,TAP1,1,Tap1
ENSMUSG00000114853,,,,D030051J21Rik
ENSMUSG00000077158,,,,Gm24578
ENSMUSG00000021743,ENSG00000153266,FEZF2,1,Fezf2
ENSMUSG00002076620,,,,
ENSMUSG00000070044,ENSG00000109794,FAM149A,1,Fam149a
ENSMUSG00000089983,,,,2010320O07Rik
ENSMUSG00000097080,,,,1700086O06Rik
ENSMUSG00000018259,ENSG00000172179,PRL,0,Prl8a2
ENSMUSG00000112711,,,,Gm32552
ENSMUSG00000038766,ENSG00000143458,GABPB2,1,Gabpb2
ENSMUSG00000038916,ENSG00000255330,,1,Soga3
ENSMUSG00000038916,ENSG00000214338,SOGA3,1,Soga3
ENSMUSG00000021918,ENSG00000114904,NEK4,1,Nek4
ENSMUSG00000118715,,,,Gm23805
ENSMUSG00000066475,,,,Gm10268
ENSMUSG00000104158,ENSG00000196289,BECN2,1,Becn2
ENSMUSG00000024442,ENSG00000081791,DELE1,1,Dele1
ENSMUSG00000033713,ENSG00000053254,FOXN3,1,Foxn3
ENSMUSG00000103540,,,,Gm37668
ENSMUSG00000031309,ENSG00000177189,RPS6KA3,1,Rps6ka3
ENSMUSG00000057363,ENSG00000115652,UXS1,1,Uxs1
ENSMUSG00000069258,ENSG00000172179,PRL,0,Prl2b1
ENSMUSG00000112458,,,,Gm40773
ENSMUSG00000110723,,,,Gm49353
ENSMUSG00000112500,,,,4933411E08Rik
ENSMUSG00000102896,,,,Gm37852
ENSMUSG00000114285,,,,Gm47773
ENSMUSG00000112470,,,,5330439M10Rik
ENSMUSG00000034152,ENSG00000180104,EXOC3,1,Exoc3
ENSMUSG00002076963,ENSG00000222429,RNU6-955P,0,U6
ENSMUSG00000114409,,,,Gm9042
ENSMUSG00002075254,,,,
ENSMUSG00000097167,,,,Gm16740
ENSMUSG00000114235,,,,F530104D19Rik
ENSMUSG00000106114,,,,Gm43286
ENSMUSG00000036955,ENSG00000198954,KIFBP,1,Kifbp
ENSMUSG00000024831,ENSG00000132740,IGHMBP2,1,Ighmbp2
ENSMUSG00000053192,ENSG00000213190,MLLT11,1,Mllt11
ENSMUSG00000093419,,,,Gm19898
ENSMUSG00000042029,ENSG00000146918,NCAPG2,1,Ncapg2
ENSMUSG00000050315,ENSG00000172403,SYNPO2,1,Synpo2
ENSMUSG00000054910,,,,4931415C17Rik
ENSMUSG00000024440,ENSG00000113555,PCDH12,1,Pcdh12
ENSMUSG00000074469,,,,Gm15348
ENSMUSG00000031897,ENSG00000205220,PSMB10,1,Psmb10
ENSMUSG00000060450,ENSG00000013561,RNF14,1,Rnf14
ENSMUSG00000106012,,,,Gm43744
ENSMUSG00000116630,,,,Rpl7a-ps4
ENSMUSG00000105562,,,,Gm43287
ENSMUSG00000021345,ENSG00000172179,PRL,0,Prl8a6
ENSMUSG00000104285,,,,Gm37458
ENSMUSG00000106220,,,,Gm43288
ENSMUSG00000116770,,,,Gm49576
ENSMUSG00000106490,,,,Gm43283
ENSMUSG00000116717,,,,Gm49574
ENSMUSG00000104456,,,,Gm37825
ENSMUSG00000046722,ENSG00000197622,CDC42SE1,1,Cdc42se1
ENSMUSG00000086827,,,,4930461C15Rik
ENSMUSG00000024338,ENSG00000204264,PSMB8,1,Psmb8
ENSMUSG00000075829,ENSG00000200340,RNU1-105P,0,Gm23692
ENSMUSG00000116589,,,,Gm31323
ENSMUSG00000035107,ENSG00000057019,DCBLD2,1,Dcbld2
ENSMUSG00000035237,ENSG00000213398,LCAT,1,Lcat
ENSMUSG00002076923,,,,
ENSMUSG00000093465,,,,Gm20682
ENSMUSG00000047216,ENSG00000071991,CDH19,1,Cdh19
ENSMUSG00000022603,,,,Mroh4
ENSMUSG00000084629,,,,Gm25112
ENSMUSG00000089468,,,,U7
ENSMUSG00000033731,,,,3300002A11Rik
ENSMUSG00000071064,ENSG00000151612,ZNF827,1,Zfp827
ENSMUSG00000092907,,,,Mir5132
ENSMUSG00000076127,,,,Mir718
ENSMUSG00000113106,,,,Gm47139
ENSMUSG00000033436,ENSG00000184867,ARMCX2,1,Armcx2
ENSMUSG00000113003,,,,Gm47138
ENSMUSG00000113610,,,,Gm47132
ENSMUSG00000068860,ENSG00000143443,C1orf56,1,Gm128
ENSMUSG00000097917,,,,Gm26839
ENSMUSG00000092550,,,,Gm20496
ENSMUSG00000113138,,,,Gm47177
ENSMUSG00000114190,,,,4930556H04Rik
ENSMUSG00000100211,,,,1700064M15Rik
ENSMUSG00000037946,ENSG00000127084,FGD3,1,Fgd3
ENSMUSG00000024339,ENSG00000250264,,1,Tap2
ENSMUSG00000024339,ENSG00000204267,TAP2,1,Tap2
ENSMUSG00000039234,ENSG00000150961,SEC24D,1,Sec24d
ENSMUSG00000113012,,,,Gm47196
ENSMUSG00000102788,,,,Gm38255
ENSMUSG00000113136,,,,Gm19951
ENSMUSG00000102160,,,,Gm36944
ENSMUSG00000022096,ENSG00000168453,HR,1,Hr
ENSMUSG00000105203,,,,4933428P19Rik
ENSMUSG00000101253,,,,Gm29088
ENSMUSG00000002997,ENSG00000005249,PRKAR2B,1,Prkar2b
ENSMUSG00000107628,,,,Gm44282
ENSMUSG00000101846,,,,Gm19927
ENSMUSG00000004360,ENSG00000189367,KIAA0408,1,9330159F19Rik
ENSMUSG00000108180,,,,Gm44141
ENSMUSG00000090243,,,,Gm16103
ENSMUSG00000079343,ENSG00000182326,C1S,1,C1s2
ENSMUSG00000100701,,,,Gm19587
ENSMUSG00000100555,,,,Gm8173
ENSMUSG00000022898,ENSG00000157538,VPS26C,1,Vps26c
ENSMUSG00000101395,,,,Gm8241
ENSMUSG00000024829,ENSG00000197345,MRPL21,1,Mrpl21
ENSMUSG00000102728,,,,Gm37934
ENSMUSG00000088848,,,,Gm26352
ENSMUSG00002075225,,,,
ENSMUSG00000038702,ENSG00000171451,DSEL,1,Dsel
ENSMUSG00000101875,,,,Gm6028
ENSMUSG00000099732,,,,Gm17752
ENSMUSG00000110830,,,,Gm46218
ENSMUSG00000101220,,,,Gm6717
ENSMUSG00000087897,,,,Gm25283
ENSMUSG00000064945,ENSG00000202354,RNY3,0,Rny3
ENSMUSG00000020075,ENSG00000165732,DDX21,1,Ddx21
ENSMUSG00000097255,,,,Rpl31-ps7
ENSMUSG00000100020,,,,Gm19086
ENSMUSG00000083236,,,,Gm7222
ENSMUSG00000101054,,,,Gm18406
ENSMUSG00000065701,,,,Rny1
ENSMUSG00000088691,ENSG00000201388,SNORA68B,0,Gm22331
ENSMUSG00000088691,ENSG00000252458,,0,Gm22331
ENSMUSG00000025823,ENSG00000155660,PDIA4,1,Pdia4
ENSMUSG00000081292,,,,Gm15018
ENSMUSG00000099884,,,,Gm8204
ENSMUSG00000067194,ENSG00000173674,EIF1AX,1,Eif1ax
ENSMUSG00000022897,ENSG00000157540,DYRK1A,1,Dyrk1a
ENSMUSG00000100304,,,,Gm28190
ENSMUSG00000081512,,,,Gm15821
ENSMUSG00000101453,,,,Gm28189
ENSMUSG00000022602,ENSG00000198576,ARC,1,Arc
ENSMUSG00000102105,,,,Gm17946
ENSMUSG00000099943,,,,Gm18181
ENSMUSG00000024137,ENSG00000167967,E4F1,1,E4f1
ENSMUSG00002075119,,,,
ENSMUSG00000097648,,,,9330185C12Rik
